sentence,label,dataset
家门口 偶尔去吃个早饭，生煎真的不谈了，里面一点汁水也没有不谈，皮厚是厚的来不谈了...绞尽脑汁想有什么长处 只能说豆浆还能喝喝吧....,0,dianping
在点评网上潜水多年，好几年没评论过了，这次团购了两张68元的金童玉女足疗套餐，上周六晚上和男友去了，总体感觉相当满意，所以上来说几句。\n位置在古北，我们打的过去的，对应地址的话很好找。电梯到三楼出来左转就是了。\n装潢比较中式，很沉静庄重的感觉，有一个大小中等的休息区，可供客人免费叫些饮料和小食，很惬意。\n按摩的房间是我去过当中最大的，也是中式装修，很漂亮，有独立的卫生间带淋浴，特别喜欢他们家的按摩床，不想别家的一般都是沙发，他们就是两张床中间和两侧还有放东西的地方，我还纳闷呢，躺着怎么洗脚啊？结果发现原来这个床还暗藏机关的，放枕头的上半部分可以用遥控器调整高度，放脚的下半部分可以翻起来，下面竟然放着一个足浴盆，放水、排水，包括照明功能都有了，非常方便实用的设计。后来听按摩师说这个设计还是他们家的专利，难怪其他地方没有看到过呢！\n除了环境、设施以外，服务也是没话说，我特别询问过了，他们家的技师是没有星级之分的，但如果要按照有些按摩院的分级标准，我想都是五星级水平了，手法、力度都恰到好处。\n按摩结束后，没有急着走，而是到休息区点了两杯果汁还有面条之类的，男友说面条味道不怎么样，但是既然是免费的也就随便吃吃吧。\n总体来说，我们俩对这次的团购都相当满意，出来之后，我男友还一个劲说物超所值，而我也觉得这算得上是我参加团购以来最成功的一次了，哈哈！\n看到他们的宣传单，好像我们做的这套东西现在推广价是128元，即便是这个价格应该也是值得的！唯一可惜的是路程离我家有点远，听说要开分店了，不知道在哪里，如果是金桥的话，一定会再去的~@~,1,dianping
"这是一家非常正宗的波斯餐厅, 以伊朗故都古城Shiraz 史拉子为名,这也是我除了中部小镇Abyaneh之外,最喜爱的伊朗城市.\nShriaz当地居民以好客热忱时髦著称,餐饮业也特别发达.\n这家餐馆如同猫有九命,开了关关了又开,从早期的门可罗雀到如今似乎得到青睐,很为它家的不计盈亏, 不肯屈从,坚持正宗而佩服.\n第一回开业早早便去了,那时还没去过伊朗,但对它的叶子饼久仰.\n却失望了: 当时一吃馕饼就知是贩批而来,和出炉起小泡喷香的不能比,对管理人员义正辞严了一番, 说是等它家自己烤饼时才会再度光顾. 其他的米饭，肉，沙拉，酸奶等，都还行。但那时还不很懂如何点菜。\n第二回去,得知还没自制的饼,没吃就走人.\n终于等到了. 但又关闭装修了一阵,当时真拿不准它再开不?\n看了DP,好像时机成熟,是可以再去享用之时了.\n* Koubideh 酷比得. 并非烤整片/块的羊肉,而是绞碎的羊肉,或牛肉,有时混在一起. 是最为人熟知而接受的伊朗烧烤.在中东其他地方就叫Kafta(伊朗也有人这么叫),形状各地不同.\n* Barg 才是整块的肉，羊或牛肉。\n* 伊朗菜严格上不完全属于中东菜系,而是混有中亚西亚. 这家我从未吃到用咖喱调味. 看来像咖喱的黄色是番红花saffron, 很贵重的晒干的花芯.\n* 有人以为恶心黑糊糊有药味的菜,可能是菠菜aash浓汤,或是它家的fesenjan,都是香料层次丰富的菜式。\n* 伊朗大长米本身有名，但这家标榜用更讲究的basmati巴斯马提印度香长米，吃过的结论是：用的米居中，不算最巴斯马提顶级，好久没去要再去鉴定一下。\n* 没人提茶。伊朗茶别有一功，喝法也别致，不妨一试。\n刚开始写DP，年初去伊朗吃了许多都没有记录，但这家先前写的正宗伊朗馆，姑妄看之：\nhttp://www.dianping.com/shop/3212518\n每个人因从小饮食习惯,的却各有喜好, 但味蕾总有可待开发的余地,接受范围越广, 享受地球上各种美食程度也越大, 有真正的口福啊.",1,dianping
在香港的时候，每天都要光顾的店，喜欢牛奶，咖喱鱼蛋和N多的东西......\n   很方便的店，就跟俺们此地的随处可见的可的一样，每次去都很鸡冻，不知道为啥，原谅俺这个土包吧，很喜欢那里的十字跟维记的牛奶，天天都买来喝~~~,1,dianping
杭帮菜吗嘛 感觉没有西湖春天的好吃，据说这家店是西湖春天的经理出来单干的，环境好不错，现在好一点的餐厅，都不会输给环境的。\n首先是上菜很慢 供不上吃啊 糯米糖藕跟想象中的味道完全不同，不好吃。有个紫色小圆球，很甜。扎牛柳还不错，沾色拉酱好吃的。油爆大虾还不错，蟹黄豆腐好吃，没几个让人印象深刻的菜菜 价钱也蛮高的 感觉不如吃西湖春天,0,dianping
水晶鹅肝不是很喜欢~长辈过生日，超大的套间，20多个人一桌的超大桌~很气派，总体来说，菜得口味比较适中~推荐大家试试,1,dianping
首先就拿店名来说，就感觉特别有格调，进去之后，里面的环境也是非常不错的，菜的口味也还行，但感觉没有非常特别的，非要说的话就推荐鱼肚汤吧，服务方面也不算差，但考虑到价位，达不到相应的服务实在是对不住人，总得来说，还是值得推荐。,0,dianping
蛮大一个卖场，3层楼。\n促销力度挺大，对面就是永乐，所以常打价格战。\n在这里买过空调也做过临促卖过空调。\n十一五一的时候会很便宜，队也会排的超长的。,0,dianping
"由于现在住在这边,所以经常会过来吃.说实话.这里比科韵路分店的环境差得多了,东西出品也不太好吃,但老公喜欢吃这边的口味,还是来吃了好几次.菜品一般,环境比较吵杂,感觉有点脏.性价比不高.",0,dianping
年前去乐购采购年货，结完帐出来一眼就看见了设在门口处的摊位。\n哈哈，前阵还说要来买它家的东西呢，结果就这么快给遇上了。\n摊位上品种挺丰富的，卖东西的是一位老阿姨。\n听她讲话的口音怎么那么像四川人呢，结果一聊才知道，敢情这位就是创始人左妈！\n边选熟食边跟她闲聊，原来她的连锁店在上海已经开了好多家了，很多原材料都是从四川运过来的。\n就在旁边还有个正规的店铺，那里的熟食品种还要丰富。\n看着满台的熟食，还真不知道如何选择。\n结果左妈向我推荐了风味木耳，说这个原料是从四川的地震地区汶川运来的。\n那里的木耳口感脆爽，营养还特别丰富。\n说的我心动嘞，于是最后拿了盒风味木耳，又拿了盒念念不忘的蜀香豆干，回家挨个品尝。\n【风味木耳】第一次吃，真的是好意外啊！味道好辣好辣！吃的我哈爽！很久没吃到那么够味的东西了！\n【蜀香豆干】第二次吃了，味道还是和之前吃的一样，滑溜可口，一口接一口的刹伐牢车~~~\n感觉它家的东西越来越对我胃口了，有机会再吃吃别的熟食~~~\n~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~\n前几天在亲戚家吃饭，冷菜中有一些是在外面买的熟食。\n本来也没注意到的，结果一个好吃的豆皮吸引了我的注意力。\n微辣的味道，口感和腐竹一样额，软滑有嚼口。\n嗲！正好吾欢喜吃腐竹额闹！不禁多吃了许多。\n还有道夫妻肺片也是它家的，也是微辣的，味道还不错，不过和别家做的差别不大，不怎么特别。\n吃着好吃，追问亲戚在哪买的，正好还有张宣传单没丢掉，直接被我拿回家留着备用了~~~\n回家一看离我家很近呀，呵呵，蛮好蛮好，下次吾自噶也去买点豆皮吃吃。,1,dianping
突然长了颗尾牙。都说这个是迟早要出现的。但是真心的把我疼的半死啊。\n就近找了牙防所的直接解决问题。\n几天过去了效果不错。就是，设施太久了。。,0,dianping
呢间野已经开业左好耐。一直都好好生意。\n咯度d鱼蛋好好食。\n装修虽然5好。但食物就5错\n可惜我个人就觉得。好似5系甘干净甘。D地方环境\n行完朝阳市场。最好噶食野就系呢度啦~,0,dianping
去的时候差不多是下午5点左右了，正逢吃完饭的时候，所以人很多，我们排了快40分钟才等到的，我看有些人等的时候就吃起来了，的却味道没得说，我喜欢吃点点点，这样不会冷掉，不过他们这里不能拉卡的，害得我还要去银行提款，建议下弄个POSE机多好,1,dianping
"东西还蛮多 但是饮料方面少,需要别的还要另收费 个人胃小 吃不了多好 感觉这里还行\n为什么价格算完还多收1元?不理解",0,dianping
"铜盘子是朋友推荐的,第一次去的时候有点惊,愣是没找着地方,等饿得前胸贴后背了才发现,它在-------菊花园进去后，第二个小丁字路口，向左拐，进去约50米，右手边，旁边是一个小酒吧！难找啊，八过，小店还不错，环境一般，是夫妻店，聘了两个服务员，7-8张桌子，作为厨师的老板也会出来上个菜！小菜很可口，粉丝，黄瓜，花生米，莲菜，没有特别，都很棒！\n铜质的盘子，暗底印花，中间有个拇指粗的孔，周边还有围栏，样式有点京式火锅的味。推荐：眼肉（具体的去了那家自己看图册），棒！每次去我至少要两盘，肉摆在暗底印花的铜盘子里，浇上啤酒，看那鲜嫩多汁的牛肉我就流口水！ \n注：去他家，吃的就是肉，如果是素食主义者，请闪！",1,dianping
说句实话我从来没有吃过这么难吃的香锅，米饭凉的，环境很差，香锅不仅很咸关键是非常的油，难吃极了，排骨也吃不动。嗨~~受不了！吃的我和女友现在肚子都不舒服呢~~,0,dianping
吃过以后很心痛的一次自助。去的确实晚了点，大概一点半才进去的，但是里面还有很多人啊，而且还不断有人来。那个披萨台子上就在正中间摆着一张披萨，真不知道是用来看啊还是用来吃。很多东西都没了，也没人去添。如果真的只有我们在吃，我就将就了。但是真的有几十个人在围着那一点点食物转悠。无语，喝汤喝饱的。不过确实，这里的汤是不错的。冰激凌也好吃。但是即使再来科技馆，也不会再来这里了。,0,dianping
首先厕所N小，实在是不应该。\n其次，还是那句话服务员上岗前请先好好进行专业培训吧！！！！！！！！！！！！！！！！！\n别的先不说了，哪有站在一位客人右边倒完了茶，然后站在同一个位置逆时针跨过右手边的客人的脸给下这第二位客人倒茶的= =？？？？\n味道不错，\n每个菜都很有特点。\n上来两个点心我就吃了很多。\n烤鸭的酱也很好~~\n那个水煮肥牛如果我没记错名字的话，\n肥牛下面铺了厚厚的一层金针菇，\n很喜欢很喜欢。\n那个瓦罐凤爪不记得具体名字了，\n不过味道一般。\n总体菜的味道可以让我把其他的都忽略，\n喜欢这个地方。,1,dianping
市百一店也算是一种老字号的上海商场了吧，真心希望这家的领导啊管理人员啊花功夫管一管门口的一些糊弄拉人去做美容体验的人，另外，一楼化妆品部有一些其他商场几乎没见过的品牌，也拉着顾客做体验做推销的，不知道它们是否都是合格的、有证件的。传统的有历史的商场，应该努力在新的时代里面创造新的生机和活力，如果不热爱上海这座城，也就不会罗里吧嗦做这样的点评了。,0,dianping
这客家小菜馆，也说得上是小有名气 的一家了，和老公也就是冲着这里的名气来，客家酿豆腐，很有特色，不过我个人还是说不上是特别喜欢吃，老公觉得还不错，分量很足，性价比很足。\n客家米酒，味道还蛮不错，不过要适量，太多就觉得不行了。\n粉蒸肉，很久没有吃过的一道路菜了，这家的肉选择挺不赖，肥瘦相当，不干不腻，味道很正点，从小就很喜欢吃粉蒸肉的，特别是上面的那些粉末。\n酸菜笋，价格很便宜，点的人也很多，闻着就觉得有一点酸酸的感觉，很开胃。如果能再辣一点，本人会更加喜欢呢。,1,dianping
"大学最后一年,回松江做实验.\n文汇路上吃的东西是多呀.尤其是2期,3期.\n这家吃得比较多.\n以前喜欢糖醋排条额,被某人带得最喜欢吃宫保鸡丁了,...无敌了.\n给5星只是因为那时候的心情.\n最美好的最难过的回忆都留在了那里...\n再也回不去了...",1,dianping
开了很久了 以前lg送我回家的时候一直路过的 但是从来没有进去过\n真的是不高兴 家那里有易初莲花 而且现在我一般都会在1号店上面买\n昨天纯属偶然 陪lg去看病吊盐水 时间计算有问题 所以兜兜转转酒到这里来了\n本来想买点日用品的 看起来没什么特别的活动 价格也不是特别的优惠\n而且很多都是针对会员才有相对比较划算的优惠 所以最后就买了点菜回家\n总体感觉来说 布局很清楚 环境搞得很干净的 不错不错 \n而且服务特别的好 特别是门口巧章的两个mm 真是卖力!!\n逛好了 楼下还有很多吃的东西 旁边那个森宏广场吃的东西比较多 \n不过比较里面 可能很多人都不高兴走进去了,1,dianping
这家店面不是很大，服务态度还可以，如果店面再大一点就好了，蛋糕的品种不是很多，没有十一经路那家得大，东西那么全,0,dianping
以前上班发餐券，所以经常来吃，面点挺多，但是味道一般，当然也有很多同事觉得非常好吃，可能个人口味不同吧。量还是很足的，不用担心吃不饱的现象出现，吼吼~~~，不过每次都得排很长的队，来吃的人太多了，人气很旺呢，估计都是公司发餐券来吃的吧~~,0,dianping
炭烤鸡腿和鸡翅真心好吃，尤其是放了辣椒的，吃了有十年了，从高中吃到现在，还是觉得很不错，每次回来都想吃一下。平心而论，珍珠奶茶做的蛮不错的，珍珠弹牙，奶茶也还可以（当然不是和正宗的奶茶相比），少年时候的回忆吧，希望一直都在，不要倒闭,0,dianping
芙蓉街吃的第一家，没有点别的，只要了一碗鸭血粉丝汤。\n鸭汤的味道出乎意料的浓，感觉很好，暖暖的，非常适合冬天\n粉丝火候刚刚好，不烂也不生，吃起来刚刚好，还带些韧性。\n总体感觉不错，有机会还要再去吃,1,dianping
要了小碗的刀削牛肉面，量很大，真是实在。面条不错，牛肉也很软烂，挺合口味。但是凉菜和炒菜就很一般，所以，随便吃吃还是可以的。,0,dianping
"因为工作关系曾给客户联系过不少订房业务, 标间及豪华间都很不错,是标准的五星级服务.\n环境及服务细节都比较注重.但那里地处长安街,市中心,价格确实不菲,由其是门市价.\n如果是私人旅游,如有携程卡等渠道应该可以拿到相对较低廉的房价,淡季价格会更低,但比起其他酒店仍不会低到哪里去,优势就是地段很棒.",1,dianping
不知道为什么这么火，反正个人觉得这里的菜品味道很一般。感觉大多数菜都没什么味道，也许是因为个人口味问题吧，这里基本是农家菜，口味偏清淡。不过价钱也还好，消费不算高。,0,dianping
晚市去食嘅。D点心好新鲜，味道都好好。星期一至五每晚6点后全单7折，茶位不打折。不过折后都唔平，两个人都食左60蚊。我哋点左鲜虾百合饺、粤点第一包、招牌叉烧酥、香煎韭菜饺、汤灼靓菜心、状元及第粥、柠蜜炸蛋散。\n觉得样样野都好正于唔小心就点左咁多，食唔晒打包了。喜欢食榴莲的妈妈话，个榴莲酥里面真系榴莲来的，有肉感，唔系榴莲酱。\n下次，我要斯文D，食平D先得，嘻嘻~,1,dianping
差不多是7年之前去吃过一次，当时是亲戚公司送的两张餐券，于是和弟弟一起去吃了。\n环境很不错，是中午去吃的，如果晚上去的话感觉一定更好。\n旋转餐厅的客人还是挺多的，当时的价格是158元一个人好像。\n觉得最奇怪的是，用餐厅的话，居然只包一杯饮料，如果付钱的话饮料无限量畅饮的。\n由于当时我们都还是学生，所以也没价钱要饮料，然后就靠水果来解渴了。\n服务员的态度比较一般，站在我们后面聊天，感觉很不自在。\n菜的味道比较一般，那个时候没觉得有什么特别好吃的东西，反正叫我自己花钱去吃，我是不会再去吃了。,0,dianping
两个女孩去的，店内人不是很多，烟雾缭绕，弄个小资餐厅也不设个无烟区。做到旁边没烟的地方还不让去，说就俩服务员，那是我的原因么》？我这个大学同学属于纯小资，点的冰的热的一桌子，和我这个喜欢大锅菜的不同，那个什么综合冰，以前唱歌时候别人点过，我觉得超级不值的一个冰坨子而已。还有口碑比较好的菠萝油条虾，那都是什么乱七八糟的一盘子啊，又甜又咸，难吃的要命，成本也就三五块钱，还那么贵。一个牛肉煲还不错，符合我的口味，至于什么西米甜品我都没吃。还有个鸡，我看着像我超级喜欢的上海白斩鸡于是点之，结果味道大相径庭,0,dianping
好多年前经常去的西餐店，觉得他家环境很好，尤其是佟楼点这家，灯光比较昏暗但感觉很浪漫，晚上坐在靠窗的位置感觉很好，比较喜欢他家的特色意大利面是白酱的，名字忘记了，披萨味道一般有点油腻，偶尔会有免费赠披萨的活动，不太好的是每逢圣诞节情人节就只能点固定的节日套餐，估计是因为忙不过来，不太人性化，比起法式西餐意大利西餐更容易让中国人接受，总体还是不错的,0,dianping
非典那年被关在学校里面，过生日的时候和朋友们在那吃的饭，那次吃得很爽玩得很疯，真心话大冒险。都是回忆啊，眼泪刷刷的,1,dianping
"在B1楼的电梯门口,地理位置还算真的不错,一下地铁就看到了,市口真的是不错。唐饼家的东西以台湾小点为主，做的还都挺精致的，口味也比较多，包装也蛮干净环保的，纸质的包装。\n比较喜欢6个装的小点，不同的口味，卖相也不错。~~",0,dianping
比较新的影院，人也相对少一些。\n去看的3D哈7下，屏幕效果不错，音响也很逼真。\n过道在中间，这样中途去洗手间的人就不会影响到太多人，这点还是很合理的。\n没有太多的片头广告消磨观者的耐心，比起万达来讲，这是很大的优势。,1,dianping
"场子里的工作人员态度恶劣，都不知道能不能称他们为“工作人员”，应该是看场子的江湖朋友吧。\n去看过多场，主要是看得原来的“挚友”的演出。今天（2010,12,27）约了几个朋友去看""嘻哈包袱铺""，怕去晚了没票，大早上就先去买好了票。\n我以前也去过多次，这次以及以前我确实没有留意过任何位置有“谢绝自带饮料”的标牌告示。以前，尤其是夏天的时候，我也喝过自带的饮料，并且有跑出去给朋友买过冰棍酸奶什么的。都没有受到过阻拦。\n今天开场没两分钟，两个朋友随手拿出路上喝了一半的矿泉水要喝。上来两个“工作人员”说：“你们不能喝这饮料，要喝必须跟我们这买”。说话的那态度吆五喝六的。我们说：“那我们就收起来，搁包里。”。那工作人员不依不饶：“不行，你们得把饮料交我们这，我们给你保管。”\n这也欺人太甚了吧，就不能和和气气地，平平静静地正经提出要求？这是我的私人物品，你有什么权利要求交给你保管啊。没办法，不是什么善地，退票走人。\n再多说两句题外话。当年郭老师在天桥的场子，我也去过几次。后来就是整天都被动一群票贩子朋友围着，初来的人都不敢上售票处近前了。我也就不去那了。现在那场子的发展也并不怎么样。有两个月没来，这次来广茗阁，切身经历也告诉我这地也有点变味了。",0,dianping
同学聚餐在这里吃的，别人点了2条鱼，但是不知道为什么都不怎么好吃，既不嫩汤也不怎么鲜。而且虽然在包间里，但总感觉很吵，总体体验比较差，不知道为什么还那么贵。。。,0,dianping
和亲爱的没东西吃 就随便找了家 进去才知道是东北菜 就吃了点饺子还点了点菜 价格还蛮便宜的 味道一般把 饺子可以,0,dianping
看似比较高档的一家酒店，装修业比较新，里面很干净，用餐比较放心。但是作为一家饭店我都忘记它那里有什么菜是好吃的了，几乎没有一点印象了。而且服务员的态度不怎么友善，看见你自带酒水就说要收50元开瓶费，这可以接受，但是她看我们自带的酒水就站旁边看我们打不开，也根本不过来帮我们开，这样的素质也太差劲了点！,0,dianping
在附近吃好饭，男人们说要去玩桌球，就找了这个，环境我觉得一般，空气不好，烟味很重，桌球台子不算新吧，而且间隔也很挤，就玩了一个小时，竟然要72块，真是搞不懂为什么要这么贵，搞笑的是朋友埋好单，我才发觉旁边有广告说凭velo卡可以打折，服务员说已经结帐了，所以没法打折了，真是笑话啊！对这家没什么好感～～～,0,dianping
中午工作餐经常在这里，家常菜，价格不贵，经济实惠。味道过得去，不用太挑剔，由于人多服务不太好，上菜太慢，经理说就这样，等不了就换地儿，有点牛。,0,dianping
其实我觉得还不错啊，但是为毛就倒闭了T T爸爸很喜欢去那里吃～里面还有拍大头贴 好怀念T T都忘了里面有什么了，就记得有秋刀鱼，爸爸每次去必点,1,dianping
很喜欢这里，因为一般我们加班餐都是在这里，离家近，哈哈！还有就是环境还是可以的，服务也不错，晚上八点后每个桌子有点小蜡烛，我们叫它小浪漫，哈哈！不错的！,1,dianping
偶然的机会 看到了这个小店 \n很喜欢他的盐酥鸡 \n味道不错 \n最早的时候买大份的盐酥鸡还送听装可乐雪碧燕京啤酒 \n不知道现在还有没有\n烤鸡也还不错 经常推出新口味和烤鸡活动 性价比也比较高 \n买回家一家三口一顿都吃不了,1,dianping
一阵不出门，就会发现很多店铺新开张，让人忍不住总想尝试；\n从橱窗里往里看，那些五颜六色的甜甜圈还真是诱人啊，进去！\n小小的店堂人挤人，甜甜圈系列、香烤系列、点心系列，以买前者居多；\n价格嘛，基本都在5-6元左右，在能接受的范围之内；只是没啥特色呀。\n挑花眼，都走到柜台末尾了，看到什锦盒装“完美组合_9.50元”；\n听店员介绍说这个卖得很好，可以尝到各种口味；嗯，就来一盒吧！\n边看电影边吃：嚼着象面包，软软的，味道都一样；\n要说区别，也就顶端涂抹的酱和奶油不同了；\n抹茶、巧克力、草莓……嘴拙，只尝出三种。\n办卡充值会有折扣，但是不可能总吃这种东西吧；\n还送外卖哦，只是仅限于市区2公里内20元起送。\n感觉性价比没有大润发和欧尚所售甜甜圈来的高，\n值得称道的是：外表的确做得非常漂亮……,0,dianping
生煎做的好差。买了8个，7个居然都破皮。且底也不脆，软软的，和小杨生煎差很远。不过它的肉倒是挺好吃的。再也不会去买那里的生煎了,0,dianping
逛五角场的时候发现这里开的新店 小店没有堂吃都是外买的 比较干净 都是现场考的 主要是外面一个糯米里面是香肠 香肠很好吃没什么面粉 在加点黄瓜啊榨菜 难办吃吃味道还是不错的 个人比较偏爱辣味的 黑胡椒味怪怪的 就是性价比不高,1,dianping
在这里吃过一份研究生过桥米线，虽然菜谱上菜品很全，但是放到碗里的，每样也就那么一丁点，蔬菜太少了，可以按根计算，虽然便宜，也不能这么抠门嘛。口味倒也不错的，吃了能有所回味。,0,dianping
除了这里的麻辣小龙虾几乎没什么喜欢吃的了，可能是我本身不爱吃炒菜的原因。凉菜里有一个土豆泥做的外面浇的草莓酱那个菜也不错。,0,dianping
最早的店在山西路，\n然后开在了新街口的地铁商铺，\n最后在新街口的地铁商铺又开了一家。。。\n生意非常好，\n随大流买了份，\n10块钱3串，\n但是感觉味道还行，\n很香，\n也很油。,0,dianping
以前上学的时候就在马场道，午休以及晚自习之前，都会跑到睦南道花园，跟同学玩！现在春天还会跑到五大道来照相，嘿嘿，觉得这环境好，今年几次吃饭，也在五大道附近，桂园餐厅，出味餐厅啊，都还不错！五大道一年四季各不同，但要有时间停下来慢慢欣赏！小洋楼，街道，春花夏绿秋叶冬雪。。。,0,dianping
许留山既芒果类饮品几好味，次次去都要食带有芒果既产品，有一种芒果椰汁西米既饮品，味道唔错，我同老公都钟意。天河南呢间去得比较多，地段比较好，而且好旺，经常有好多学生过去买。,1,dianping
莜面烤栳栳，挺特别的菜名，这道菜的样子很像蜂巢，中间是镂空的，没什么味道，但是如果沾点它家秘制的酱料，口感就打打不同了，很好吃，而且这莜面很有嚼劲，越嚼越香口。山西过油肉，光听这个菜名，第一感觉就是油腻，其实一点都不油腻所以大家不要被这菜名给忽悠，挺好吃的一道菜。,0,dianping
辣年糕很好吃的，量也挺多的，可以选择大份和小份的\n韩国拌饭也很好的，可以选择石锅的或者像韩剧里一样脸盆的那种拌饭，喜欢吃呀……,1,dianping
人是真呀么真心多啊~\n那个什么什么小学滴~那个什么什么中学滴~那个什么什么高中滴~\n秋游么去东方绿洲丫~何必来欢乐谷格闹莽捏~排队排死~作孽啊~\n团的【松江】大礼包~114两套包邮~有便宜么总归要贪额~\n套票里含一张欢乐谷100元抵用券~当天又再支付了100元~提前预约还要带着身份证去比较麻烦点~\n入园后做什么捏~自然是排队~SB会时没排多少~到这边来算补上了~\n【阳光港】-【飞行影院】 ★★★★★\n效果很赞~有身临其境的感觉~比4D影院灵~恐高的别坐第三排位置哈~\nNND~我坐过山车没什么~坐飞行影院吓得两手全是冷汗~被闺蜜BS了~\n排队的话是半小时一场滴~算好时间哈~\n【欢乐时光】-【谷木游龙】 ★★★★★\n经典项目了哈~都说来欢乐谷要没玩过这个就算白来了~\n惊险指数其实并不高~只能算是比较大型的过山车而已~\n下午4点去排队的~排了一个小时~一个人坐的~闺蜜说怕不愿意陪~好孤单丫~连尖叫的心情都木有了~\n排队里就属这个最累了~斜坡的地儿站上一个小时浑身骨头疼啊~记得要带椅子啊~排三个小时不值得~\n【欢乐时光】-【旋转木马】 ★★★\n纯粹怀旧~还想玩碰碰车的~可惜那边排队时间太长了~这边排队较快~\n本来晚上想等亮灯时再乘一次~感觉好童话好浪漫的说~可惜没等到丫~\n【欢乐时光】-【天地双雄】 ★★★★★\n闺蜜不敢玩~我么恐高~直上直下的东东有点怕怕的~没人陪不敢坐~下次找个敢玩的一起~\n【上海滩】-【大摆锤】★★★★★\n惊险系数&尖叫指数很高的项目~超级无敌海盗船的感觉~\n【上海滩】-【绝顶雄风】★★★★★\n这个应该是欢乐谷最惊险刺激的器械了吧~看着都觉得好惊~\n在下面看着上面尖叫声不断~心里居然超爽好变态的感觉丫~\n【上海滩】-【四维影院】★★★★\n休息的好场所~看的是地心历险~没有飞行影院那么刺激感官的感觉~\n【飓风湾】-【激流勇进】★★★☆\n外面观看的视觉效果比较强烈~坐在上面么还没觉得开始居然就已经结束了~\n跟直接拿一脸盆水直接泼你脸上没啥区别~夏天么玩玩也就算了冬天不推荐~\n【飓风湾】-【暴风之旅】★\n完全不用排队~好挫的4D啊~\n【金矿镇】-【金银岛】★★★\n观光观光~天气好的话在上面拍拍照片风景不错~\n【金矿镇】-【矿山历险】★★★★\n我怎么觉得这个比谷木游龙还刺激点捏~闺蜜就是坐这个怕怕了~死活不肯陪我乘谷木游龙丫~\n【金矿镇】-【魔幻剧场】★★\n好弱智的表演啊~给小小盆友们看看的~\n【金矿镇】-【骑警训练营】★★★\n错过看表演的时间了~想骑马马的话是要另外付钱滴~马场臭臭~~\n【蚂蚁王国】-【转转杯】★★★\n小盆友玩乐的区域~偶和闺蜜狠不要脸滴和小小盆友挤着一起玩了一次~很怀旧哈~\n【香格里拉】-【蓝月飞车】★★★★\n下午下雨~这个项目停了~还是谷木游龙比较敬业哈~下雨还坚守岗位~\n【香格里拉】-【肯配古塔】★★\n很幼稚的游艺设施~下雨的时候大多数项目都停了~这个还开着就玩了一次~\n【餐饮】\n中午吃的KFC~晚上吃的兄弟品牌东方即败~\n不得不说~在这里东方即败击败了KFC~在同样40-50人均的消费里~东方即败的套餐还是可以吃吃的~\n【交通】\n九号线佘山站+佘山站免费班车~很方便~\nP.S. 地铁出口有很多卖一次性雨衣的~价格是5元两套或者2元一套的~质量比较差~基本汤伐牢~准备玩水的还是自备厚实的雨衣比较好~,1,dianping
看评论说蛋糕不错，下次尝尝。螺丝壳道场做的不错，颜色、屏幕，有点儿T台感觉。不过放在人潮汹涌的2楼，有点儿装X，so小坐休息一下就好了。,1,dianping
评论的人少估计是他们给网站的赞助少吧。。。\n呵呵 网站么 都是需要钱滴。。。不给钱五毛就少\n给钱了 五毛就多。。就这个道理\nccav就是最大的xx 给钱了 你就成名牌了,1,dianping
场地较大，菜品很多，味道不错。\n不过吃的过程中有些菜品会很快被取完，需要耐心等待。\n挺喜欢吃生鱼片的，呵呵。一些酒还湊合可以喝。,1,dianping
丸子真的很好吃哦。。。\n就是觉得有点小贵哦。。。\n不过味道很好的。。。\n我和妈咪逛街一般都会买\n很嗲的。。。\n以前还喜欢买年糕。。\n现在不买了。。。,0,dianping
这家东西给我的感觉就是咸、辣、油，以前听人说很好吃，感觉一般，口味太重，不适合我，还是里面几个清淡的菜比较好，南瓜酒酿圆子和一个炖蛋蛮好吃的，不过服务还行，环境太吵了。也就一次头，以后不会去吃了，不适合自己口味,0,dianping
同事婚礼选择在这办的，貌似这酒店婚宴接的还挺多的，我们去得那天有三场，我们在一层吃的，菜品说实话很一般没什么特色，服务还算可以吧,0,dianping
KFC经常吃，去的店也很多，比较爱吃新奥尔良鸡腿堡，葡式蛋挞，巧克力圣代，薯条，可乐，呵呵，也就这意思，大家都经常去，也没什么好多说的,1,dianping
三五好友或者家人聚会建议大家去试试，很好的家常菜，吃的很随意，但是做的很精致，口味也很好，每次去吃都会试试新菜，有创意。,1,dianping
以前开在鱼化桥河沿，一直去吃，由于三中要拆迁所以就搬走了，最近在罗门坂又找到了。真的是最好吃的生煎，什么小杨生煎和他一比，弱爆了。,1,dianping
很一般很一般的店\n上次去吃还记得满地都是纸头 桌子上很脏\n硬着头皮等他们收拾好再开始吃的\n味道很一般 就是一般的粉丝汤,0,dianping
这个地方很有意思，外面看跟上岛一样，取个名字叫天岛。有此面试，对方约在那里，让我这顿好找啊。因为面试紧张了，也没太注意别的，对名字印象颇深。,1,dianping
"上次同事买给我们吃黑白森林做下午茶后,一直对它念念不忘,今天上午考完试走了将近1个小时到这家店买蛋糕,最近搞活动买三送一哈核算,我还办了张会员卡,因为打算生日打糕就打算买这得!!还可以打8.8折哦!!赞!!",1,dianping
